locationDetails.name,locationDetails.locationId,locationDetails.kioskId,locationDetails.addressLine1,locationDetails.addressLine2,locationDetails.addressLine3,locationDetails.city,locationDetails.state,locationDetails.country,locationDetails.postalCode,locationDetails.distance,locationDetails.distanceuom,locationDetails.retailerId,locationDetails.latitude,locationDetails.longitude,locationOperatingHours.monHours,locationOperatingHours.tueHours,locationOperatingHours.wedHours,locationOperatingHours.thuHours,locationOperatingHours.friHours,locationOperatingHours.satHours,locationOperatingHours.sunHours,locationPhone.addToPhone,locationPhone.phone,locationServices.sendMoney,locationServices.receiveMoney,locationServices.billPayment,locationServices.addToPhone,locationServices.moneyOrder,locationServices.recCurrencies,locationServices.sendCurrencies,locationServices.xpressPackage,locationServices.purchaseMoneygramCard,locationServices.reloadMoneygramCard,locationServices.receiveToCard,locationServices.payWithCash,locationServices.reloadOtherCard,locationServices.payPal,locationServices.coinMe
LE GRAND VIZIR - PERPIGNAN,74154319,,2BIS RUE PORTE D ASSAUT,,,PERPIGNAN,,FR,66000,612.197926826439,km,291521927,42.6977,2.89249,07:30 AM - 07:00 PM,07:30 AM - 07:00 PM,07:30 AM - 07:00 PM,07:30 AM - 07:00 PM,07:30 AM - 07:00 PM,07:30 AM - 07:00 PM,12:00 AM - 12:00 AM,False,468342662,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CITY PHONE66 - PERPIGNAN,73803221,,68 RUE DU MARECHAL FOCH,,,PERPIGNAN,,FR,66000,612.31230078321,km,291492397,42.6944,2.88823,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,12:00 AM - 12:00 AM,False,986690524,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CATALAPHONE,66088574,,5 PLACE FONTAINE NEUVE,,,PERPIGNAN,,FR,66000,612.511412170997,km,637935652,42.6977,2.89952,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,08:30 AM - 08:00 PM,False,33468341776,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CYBER EL ARBI - PERPIGNAN,73613068,,41 RUE PETITE LA REAL,,,PERPIGNAN,,FR,66000,612.577529689985,km,291475169,42.6965,2.89849,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 02:00 PM,False,468675846,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
HA PHONE - PERPIGNAN,74386190,,40 PLACE DES ESPLANADES,,,PERPIGNAN,,FR,66000,612.591967770368,km,291543082,42.696,2.89783,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,09:30 AM - 07:00 PM,False,687773056,True,True,False,False,False,,,False,False,False,False,False,False,False,False
TABAC PRESSE DES CHAFFUNES - SORGUES,69483778,MP00044784,1 AVENUE LOUIS DAQUIN,,,SORGUES,,FR,84700,612.60878482325,km,291104617,44.0164,4.86131,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0490391001,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TAHRI TAXIPHONE - BEAUCAIRE,67803910,,55 RUE NATIONALE,,,BEAUCAIRE,,FR,30300,613.548442184345,km,290978209,43.8074,4.64104,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,0951696031,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
METZ EDM - METZ,74322400,,1 BOULEVARD DE PROVENCE,,,METZ,,FR,57070,613.591396274752,km,291538025,49.1146,6.22104,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,387686312,True,True,False,False,False,,,False,False,False,False,False,False,False,False
CANAAN EXOTIC - #2 - METZ,70334418,,8 BOULEVARD D ALSACE,,,METZ,,FR,57070,613.818405491525,km,291166822,49.1153,6.22396,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,08:30 AM - 09:00 PM,False,0626707023,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
NOVACAMBIOS FRANCE - #AG304 - AVIGNON,72865260,,14 Rue de la Republique,,,AVIGNON,,FR,84000,613.833832868868,km,291396210,43.9476,4.80571,09:30 AM - 06:00 PM,09:30 AM - 06:00 PM,09:30 AM - 06:00 PM,09:30 AM - 06:00 PM,09:30 AM - 06:00 PM,10:00 AM - 06:00 PM,12:00 AM - 12:00 AM,False,490842997,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TELESERVICES - AVIGNON,70403284,,15 RUE DE FLORENCE,,,AVIGNON,,FR,84000,613.990136040863,km,291175800,43.9486,4.80931,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,False,0490141820,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE MONDE EST A VOUS - AVIGNON,71211132,,8 AVENUE SAINT RUF,,,AVIGNON,,FR,84000,614.475331082937,km,291242678,43.9413,4.80894,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,False,432746410,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CASH TRANSF SERVICES - AVIGNON,72636606,,16 BIS BOULEVARD SAINT-RUF,,,AVIGNON,,FR,84000,614.572885498356,km,291378566,43.9404,4.80955,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,False,631631966,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE MONDE EST A VOUS - #2 - AVIGNON,73194299,,08BIS AVENUE PIERRE SEMARD,,,AVIGNON,,FR,84000,614.759564640326,km,291427583,43.9432,4.81563,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,False,616161755,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC PRESSE DE TENCIN - TENCIN,72116786,,869 AVENUE DU GRESIVAUDAN,,,TENCIN,,FR,38570,614.957224041356,km,291330855,45.3084,5.95802,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,476713675,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CYBERPHONE.COM - #1 - AVIGNON,74166297,,16 RUE PAUL PAMARD,,,AVIGNON,,FR,84000,615.711668151153,km,291542468,43.9287,4.81473,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,10:00 AM - 08:00 PM,False,782035274,True,True,False,False,False,,,False,False,False,False,False,False,False,False
ORIENTALE COIFFURE - AVIGNON,72138997,MP00045393,31 AVENUE DE LA CROIX DES OISEAUX,,,AVIGNON,,FR,84000,615.9829467298,km,291331711,43.9331,4.82396,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,02:00 PM - 07:00 PM,False,484155098,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
RAMOUS BAZAR - LE PONTET,70102420,,18 AVENUE GUSTAVE GOUTAREL,,,LE PONTET,,FR,84130,616.161948749098,km,291147080,43.9624,4.85901,08:15 AM - 10:00 PM,08:15 AM - 10:00 PM,08:15 AM - 10:00 PM,08:15 AM - 10:00 PM,08:15 AM - 10:00 PM,08:15 AM - 10:00 PM,08:15 AM - 10:00 PM,False,413399070,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
CANAAN EXOTIC - #3 - THIONVILLE,70773736,,1 RUE DE L ANCIEN HOPITAL,,,THIONVILLE,,FR,57100,618.315831392867,km,291204410,49.3579,6.16543,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,0355185815,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SOLEIL D'AFRIQUE - THONON LES BAINS,74141500,,17 BOULEVARD GEORGES ANDRIER,,,THONON LES BAINS,,FR,74200,618.767062177529,km,291520175,46.3706,6.48353,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,450263853,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC PRESSE LE CYRANO - LUNEVILLE,69379950,MP00044780,82TER RUE D ALSACE,,,LUNEVILLE,,FR,54300,619.191679652084,km,291098057,48.5907,6.50141,08:00 AM - 06:00 PM,08:00 AM - 06:00 PM,08:00 AM - 06:00 PM,08:00 AM - 06:00 PM,08:00 AM - 06:00 PM,08:00 AM - 06:00 PM,12:00 AM - 12:00 AM,False,0383730503,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
PHONE 84 - CARPENTRAS,72362378,,49 RUE PORTE DE MONTEUX,,,CARPENTRAS,,FR,84200,621.75481733353,km,291369867,44.0549,5.04584,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,488500578,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ER ROUFI MOSTAPHA - CARPENTRAS,68341675,,87 PORTE DE MAZAN,,,CARPENTRAS,,FR,84200,622.034295723064,km,291017618,44.0556,5.05093,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,0490371235,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC PRESSE LOTO - HERICOURT,68956675,MP00044756,46 RUE DU GENERAL DE GAULLE,,,HERICOURT,,FR,70400,626.693212575054,km,291067010,47.5757,6.75964,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0979074052,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LA CAMPENOTTE - BART,71936527,MP00045027,32 RUE DU GENERAL DE GAULLE,,,BART,,FR,25420,627.600035160622,km,291312972,47.4919,6.77202,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,08:00 AM - 05:00 PM,08:00 AM - 12:00 PM,False,606668279,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
RIOT YOHANN - MANDEURE,73701145,MP00045111,5 RUE DU PONT,,,MANDEURE,,FR,25350,630.1501179175,km,291482935,47.4514,6.80542,06:00 AM - 08:00 PM,06:00 AM - 08:00 PM,06:00 AM - 08:00 PM,06:00 AM - 01:00 PM,06:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,False,381902862,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
REPAIR CENTER 74 - CLUSES,71740137,,36 AVENUE DE LA SARDAGNE,,,CLUSES,,FR,74300,632.255235083504,km,291298600,46.0705,6.56237,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,09:00 AM - 06:00 PM,12:00 AM - 12:00 AM,12:00 AM - 12:00 AM,False,962567584,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ARGELES CYBERCAFE - ARGELES SUR MER,69493454,MP00045244,71 ROUTE NATIONALE,,,ARGELES SUR MER,,FR,66700,632.298197755827,km,291105775,42.5449,3.02384,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,09:00 AM - 07:00 PM,10:00 AM - 12:30 PM,10:00 AM - 10:00 PM,False,0983497556,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
WAGADOU EPICERIE AFRICAINE - CLUSES,73700489,MP00045523,6 RUE DE L INDUSTRIE,,,CLUSES,,FR,74300,632.392750051698,km,291482931,46.0721,6.5648,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,02:30 PM - 07:00 PM,False,450348043,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MI PHONESTORE - AUDINCOURT,72647996,,68 GRANDE RUE,,,AUDINCOURT,,FR,25400,632.717958748505,km,291389062,47.482,6.84004,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,09:00 AM - 05:00 PM,12:00 AM - 12:00 AM,False,381371491,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE JEAN BART - BELFORT,72320640,MP00045046,2 RUE DE MADRID,,,BELFORT,,FR,90000,633.209379313708,km,291347554,47.636,6.84527,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:00 AM - 07:00 PM,07:30 AM - 07:00 PM,08:00 AM - 12:00 PM,False,679400411,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
BAK-KAL - BELFORT,74116506,,132 AVENUE JEAN JAURES,,,BELFORT,,FR,90000,633.728912066633,km,291519500,47.651,6.85175,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,981368995,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LA HAVANE - BELFORT,70667143,,58 FAUBOURG DE FRANCE,,,BELFORT,,FR,90000,633.883844488836,km,291195557,47.6358,6.85428,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,09:30 AM - 09:00 PM,False,0384218177,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LS BEAUT'YS - BELFORT,74060458,,13 RUE THIERS,,,BELFORT,,FR,90000,634.01042305517,km,291516567,47.634,6.85602,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,986668080,False,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TAHLA - #1 - SAINT MARTIN DE CRAU,74372654,,BATIMENT A LOT 4 RUE LA PASTOURELLE,,,SAINT MARTIN DE CRAU,,FR,13310,636.128342535012,km,291547244,43.6405,4.81308,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,644052938,True,True,False,False,False,,,False,False,False,False,False,False,False,False
TABAC PRESSE EPICERIE - DASLE,67023525,MP00044703,10 RUE DU MOULIN,,,DASLE,,FR,25230,636.740093529279,km,843892248,47.477,6.8935,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,08:00 AM - 07:00 PM,12:00 AM - 12:00 AM,False,0381373748,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LA GINGOLAISE - ST GINGOLPH,71157270,MP00044954,3 RUE NATIONALE,,,ST GINGOLPH,,FR,74500,642.35828107635,km,291237693,46.3935,6.80404,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 07:00 PM,10:00 AM - 12:30 PM,False,450767067,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC PRESSE TIHA - BLAMONT,70343962,MP00044864,53 RUE DU 18 NOVEMBRE,,,BLAMONT,,FR,54450,643.818796255617,km,291167413,48.5896,6.8427,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0383423217,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ENNOUR - SAINT-AVOLD,74094893,,52 RUE PRESIDENT POINCARE,,,SAINT-AVOLD,,FR,57500,647.451508618461,km,291515834,49.1047,6.71057,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,662819734,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE MARIGNY - PORT-SAINT-LOUIS-DU-RHONE,74070118,MP00045576,12-14 PLACE DES POILUS,,,PORT-SAINT-LOUIS-DU-RHONE,,FR,13230,649.461424679911,km,291515146,43.4414,4.78987,06:30 AM - 07:00 PM,06:30 AM - 07:00 PM,06:30 AM - 07:00 PM,06:30 AM - 07:00 PM,06:30 AM - 07:00 PM,06:30 AM - 07:00 PM,06:30 AM - 01:00 PM,False,645540254,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC LOTO PRESSE AU ROND POINT - MIRAMA,70517060,MP00044889,AVENUE DU 8 MAI 1945 ROUTE DE SALON,,,MIRAMAS,,FR,13140,650.714168321368,km,291182301,43.603,5.00755,07:00 AM - 08:30 PM,12:00 AM - 12:00 AM,07:00 AM - 08:30 PM,07:00 AM - 08:30 PM,07:00 AM - 08:30 PM,07:00 AM - 08:30 PM,07:00 AM - 08:30 PM,False,0490453641,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
EPICERIE ALBARAKA - HOMBOURG-HAUT,74281949,,7 CENTRE COMMERCIAL LES CHENES,,,HOMBOURG-HAUT,,FR,57470,652.364686437833,km,291532679,49.1325,6.7687,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,False,372362438,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC PETRAZ,66392066,MP00044650,RUE DE LA SETAZ,,,VALLOIRE,,FR,73450,655.208902190995,km,689967315,45.165,6.43002,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,09:00 AM - 07:30 PM,12:00 AM - 12:00 AM,False,479590360,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC PRESSE DE L HOTEL DE VILLE - FOS S,67773008,,6 AVENUE RENE CASSIN,,,FOS SUR MER,,FR,13270,657.652666199449,km,290975065,43.4551,4.94374,09:15 AM - 07:00 PM,09:15 AM - 07:00 PM,09:15 AM - 07:00 PM,09:15 AM - 07:00 PM,09:15 AM - 07:00 PM,04:30 PM - 07:00 PM,12:00 AM - 12:00 AM,False,0442056160,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE VILLENEUVE - GAP,70549876,MP00044900,57 AVENUE JEAN JAURES,,,GAP,,FR,05000,660.027677933315,km,291185036,44.5504,6.06936,12:00 AM - 12:00 AM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:00 AM - 08:00 PM,07:30 AM - 08:00 PM,08:30 AM - 12:30 PM,False,0472078105,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LE MARIGNY - GAP,69768875,MP00044817,2 RUE CARNOT,,,GAP,,FR,05000,660.298343829194,km,291131279,44.56,6.08085,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,492510606,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SNC CHEVIRON - GUEBWILLER,71536998,MP00044976,72 RUE DE LA REPUBLIQUE,,,GUEBWILLER,,FR,68500,661.778417012138,km,291279251,47.909,7.21176,08:00 AM - 06:00 PM,08:00 AM - 06:00 PM,08:00 AM - 06:00 PM,08:00 AM - 06:00 PM,08:00 AM - 06:00 PM,08:00 AM - 06:00 PM,10:00 AM - 12:00 PM,False,3389830676,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
ALEXANDRE MAENNER - WITTELSHEIN,74035823,MP00045167,123 RUE DE REININGUE,,,WITTELSHEIN,,FR,68310,662.397324675718,km,291513169,47.7924,7.22869,06:30 AM - 07:00 PM,06:30 AM - 07:00 PM,06:30 AM - 07:00 PM,06:30 AM - 07:00 PM,06:30 AM - 07:00 PM,06:30 AM - 06:00 PM,08:30 AM - 12:00 PM,False,389551869,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MARCO EXOTIQUES - FORBACH,68906489,,45 AV ST REMY,,,FORBACH,,FR,57600,663.274930278904,km,291063481,49.1882,6.90036,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,09:00 AM - 08:00 PM,False,0682017797,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
NISSAMODE - BEHREN LES FORBACH,73033952,,35 RUE DE LA LIBERTE,,,BEHREN LES FORBACH,,FR,57460,664.87746386933,km,291429160,49.1704,6.93109,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,09:00 AM - 09:00 PM,False,640272113,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC BURG - MULHOUSE,68562098,MP00044737,25 BOULEVARD DES NATIONS,,,MULHOUSE,,FR,68200,667.611279415948,km,291036266,47.7367,7.30135,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,06:00 AM - 10:00 PM,False,0389424208,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TABAC RICHERT - SARRE UNION,69257085,MP00044770,12 PLACE DE LA REPUBLIQUE,,,SARRE UNION,,FR,67260,669.319745287279,km,291086504,48.9386,7.08618,07:30 AM - 06:30 PM,07:30 AM - 06:30 PM,07:30 AM - 06:30 PM,07:30 AM - 06:30 PM,07:30 AM - 06:30 PM,07:30 AM - 05:00 PM,09:00 AM - 12:00 PM,False,0388001933,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
MSI68 - MULHOUSE,73658007,,60 AVENUE ARISTIDE BRIAND,,,MULHOUSE,,FR,68200,669.437546131771,km,291482901,47.749,7.32523,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,699753183,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SUDA PHONE - MULHOUSE,68498861,,45 AVENUE ARISTIDE BRIAN,,,MULHOUSE,,FR,68100,669.443952132846,km,291031299,47.7488,7.32533,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,0389428366,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
TAXI PHONE - MULHOUSE,73359649,,48 AVENUE ARISTIDE BRIAND,,,MULHOUSE,,FR,68200,669.485273064679,km,291459022,47.7492,7.32586,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,963666938,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
JAN MULHOUSE - MULHOUSE,72428474,,77 AVENUE DE COLMAR,,,MULHOUSE,,FR,68100,670.28078518434,km,291404518,47.7558,7.3362,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,12:00 PM - 09:00 PM,False,984219026,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
LA CASA DEL PHONE - MULHOUSE,73496094,,1 RUE ENGELMANN,,,MULHOUSE,,FR,68200,670.56461390698,km,291472659,47.7482,7.34035,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,08:00 AM - 08:00 PM,12:00 AM - 12:00 AM,False,661549018,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SNS EPICERIE - MULHOUSE,74064878,,50 RUE DE BALE,,,MULHOUSE,,FR,68100,671.083567703098,km,291516194,47.7476,7.34732,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,08:00 AM - 09:00 PM,False,750902904,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
SOMA - MULHOUSE,68892409,,52 RUE DE BALE,,,MULHOUSE,,FR,68100,671.089328081069,km,291062234,47.7477,7.34739,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,08:00 AM - 10:00 PM,False,0389314437,True,True,False,False,False,EUR,EUR,False,False,False,False,False,False,False,False
